sentence_id,words,labels
378,Wankawillka,B-LOC
1826,Qulan,B-ORG
605,José,B-PER
919,Amaru,I-PER
4868,María,I-PER
4505,Claudioman,B-PER
4449,Ipariya,B-LOC
147,runakunap,I-ORG
1000,von,I-PER
124,',O
3802,Parquy,B-LOC
348,amachasqa,I-ORG
2140,López,I-PER
5427,qucha,I-LOC
3880,Waral,B-LOC
4337,Alonso,B-LOC
3322,distritu,I-LOC
4661,Soto,I-PER
2990,distritu,I-LOC
1043,Piypiri,B-LOC
1380,Markus,I-ORG
2969,Akari,B-LOC
4172,Wichayal,B-LOC
1176,atiyta,O
492,Elvis,B-PER
1828,Chawin,I-LOC
658,Pastasa,B-LOC
567,Pachantin,I-ORG
1773,llaqta,I-ORG
1940,',O
3872,Ulmus,B-LOC
1139,Sunturnin,I-ORG
2348,),O
257,',O
60,.,O
5062,María,I-PER
2325,.,O
2093,suyu,I-LOC
1158,Huñun,I-LOC
5042,Amado,I-PER
1076,/,O
158,parki,I-LOC
3883,pruwinsya,I-LOC
1827,Cajas,B-LOC
2818,distritu,I-LOC
282,',O
2388,Domingo,B-PER
2347,',O
1975,1928-1983,O
2015,),I-LOC
726,distritu,I-LOC
1624,yupaychana,O
1258,puma,I-LOC
5150,Marie,B-PER
649,',O
222,Emil,B-PER
785,Uchuy,B-LOC
2361,Günter,B-PER
2616,Suluqu,B-LOC
2729,distritu,I-LOC
2134,pachakwatapi,O
2419,VI,I-PER
988,Chilipi,B-ORG
487,Markus,I-ORG
602,runakunap,I-ORG
1575,Piluta,B-ORG
2255,',I-LOC
1552,Salvador,I-LOC
1909,),I-LOC
234,mama,I-ORG
210,Ñañu,B-ORG
1398,kiti,I-LOC
1841,(,I-PER
146,Wakichikunankupaq,I-ORG
3751,Bolívar,B-LOC
441,Berlin,B-ORG
1536,-,O
1860,Pygocentrus,O
1081,Tukuy,B-ORG
790,.,O
2258,distritu,I-LOC
3204,Takapampa,B-LOC
4729,Toro,I-PER
5409,Willkapampa,B-LOC
1904,runakunap,I-ORG
3586,distritu,I-LOC
1269,',O
5338,Wolfgang,B-PER
1257,Huwan,B-PER
1297,.,O
4469,Alexchu,B-PER
186,Brasil,B-LOC
4956,Pizarro,I-PER
4652,McCandless,I-PER
633,Intimpa,B-LOC
823,Andrés,I-PER
1605,Kukupin,B-ORG
4602,Guarachipaq,I-PER
593,Kupa,I-ORG
2246,',O
2361,11,O
1842,.,O
474,llaqtanqa,I-LOC
506,Pariwanakuna,B-LOC
1154,(,I-LOC
2427,(,I-LOC
3943,San,B-LOC
1691,amachasqa,I-ORG
4840,Monet,I-PER
4411,Pachiya,B-LOC
4847,Cristoforo,B-PER
912,(,O
4698,Mónica,B-PER
1907,parki,I-ORG
1752,(,O
1346,.,O
5160,Mateo,B-PER
3965,Santa,B-LOC
741,de,I-PER
5036,Henri,I-PER
3171,distritu,I-LOC
3494,pruwinsya,I-LOC
1021,Loa,B-LOC
2793,distritu,I-LOC
14,Buliwya,I-LOC
1439,Asway,I-LOC
2326,.,O
4963,Concordia,I-PER
257,',O
2370,watakama,O
4183,Llicuar,I-LOC
3586,Grocio,B-LOC
2283,Qulumi,B-LOC
237,Didier,B-PER
350,Piluta,B-ORG
350,Pachantin,I-ORG
1807,),O
3459,Kusikancha,B-LOC
1030,-,O
190,parkipi,I-ORG
3097,distritu,I-LOC
1293,',O
2025,m,O
1169,mamallaqta,I-ORG
1814,y,I-PER
1804,Miguel,I-PER
5366,Pampa,I-LOC
2191,de,I-PER
2548,Los,B-LOC
472,Tarki,B-ORG
101,Pachantin,I-ORG
2580,de,I-LOC
1401,(,O
4435,Verdes,I-LOC
5220,Pedro,B-PER
2425,de,I-ORG
5326,Ivanova,I-PER
909,Mamallaqtapura,B-ORG
138,Kachachi,B-LOC
3045,pruwinsya,I-LOC
7,),O
2205,hatun,I-ORG
1253,.,O
5237,la,I-PER
154,",",O
2287,Pisaru,I-PER
1713,Uma,B-PER
404,mamallaqta,I-ORG
1649,),O
4584,Sunturnin,I-ORG
367,',O
846,hígado,O
145,Pachantin,I-ORG
264,Yachay,I-ORG
2343,ñawpa,I-ORG
3822,Qiruwillka,B-LOC
275,',O
2963,Uraski,B-LOC
5090,Pastor,I-PER
5058,y,I-PER
1661,Segundo,I-PER
1506,Sach'amayu,I-LOC
2641,Santo,B-LOC
2528,Anta,B-LOC
2524,Kurunil,B-LOC
4870,de,I-PER
948,Pedro,I-LOC
1807,(,O
2050,la,I-PER
559,(,I-LOC
4007,Witis,B-LOC
4676,Vargas,I-PER
4408,Gregorio,I-LOC
4175,Mori,I-LOC
1878,Hayt'ay,I-ORG
456,ginecólogo,O
3193,Churupampa,B-LOC
2782,Pisqupampa,B-LOC
11,Faustino,I-PER
3620,San,B-LOC
1674,Salem,B-LOC
1700,Pilichuku,B-LOC
3143,Wankapi,B-LOC
3513,Tantasqa,B-LOC
442,Piluta,B-ORG
3704,Paka,B-LOC
5320,Garibaldi,I-PER
4753,Álvarez,I-PER
2603,distritu,I-LOC
3550,distritu,I-LOC
5387,risirwa,I-LOC
1298,Mozart,B-PER
4760,Carlos,B-PER
850,suyu,I-LOC
677,',O
3152,Willkawaman,B-LOC
4726,Silva,I-PER
1934,pusapuna,O
632,Tiquina,O
2,Justiniano,B-PER
2124,Denílson,B-PER
332,Wasi,I-ORG
2806,distritu,I-LOC
1297,.,O
111,ichu,O
1201,',O
852,Kimsa,B-ORG
605,de,I-PER
1952,nirku,O
155,Lajas,I-ORG
3247,Villanueva,I-LOC
5010,Regalde,I-PER
1296,20,O
4930,Fernando,B-PER
156,Wasay,B-LOC
1538,Yupanki,I-PER
1197,Lachay,B-LOC
1625,kancha,I-ORG
5151,Nobre,I-PER
2445,(,I-ORG
4584,Yachay,I-ORG
2175,Punu,B-LOC
324,Ullantaytampu,B-LOC
2291,),O
4263,Kupi,B-LOC
1480,Ferreyra,I-PER
1332,Ariqipa,I-LOC
1441,distritu,I-LOC
1729,(,I-ORG
5329,Emma,B-PER
4314,Mariscal,B-LOC
4962,Friedrich,B-PER
386,Wasin,I-ORG
993,.,O
1071,',O
3295,distritu,I-LOC
4872,Martínez,I-PER
4619,Kutipaq,I-PER
2169,risirwa,I-LOC
2029,Kupa,I-ORG
4460,la,I-LOC
2364,lechleri,O
3945,de,I-LOC
1442,),I-LOC
1390,Yachay,I-ORG
82,Awya,B-ORG
763,Pachantin,I-ORG
1361,.,O
1088,2014,I-ORG
2328,',O
1335,Napu,I-ORG
2148,',O
5204,Javier,I-PER
2919,Pataypampa,B-LOC
3167,Matara,B-LOC
4087,Matalaqi,B-LOC
2865,Talawira,B-LOC
2435,(,O
3361,Qapi,B-LOC
2163,.,O
1537,Brasil,B-LOC
471,',O
1415,Kupa,I-ORG
1542,',O
2362,Pachantin,I-ORG
4440,Coronel,B-LOC
2275,y,I-PER
1048,.,O
74,Eduardo,B-PER
2841,Antawaylla,B-LOC
5303,II,I-PER
550,T'utura,B-LOC
1694,Yang,B-PER
3012,Yanqi,B-LOC
1586,.,O
3576,Hakas,I-LOC
865,Adolfo,B-PER
5129,y,I-PER
816,Krus,I-ORG
4512,Elviraqa,B-PER
1174,Piluta,B-ORG
5274,Sávio,B-PER
2484,Wampisa,B-LOC
2251,Yachay,I-ORG
1275,IX,I-PER
1595,Hayt'ay,I-ORG
2363,Piluta,B-ORG
2449,(,O
6,Amaru,I-PER
5377,llaqta,I-LOC
1033,makisapa,I-LOC
4470,Lizandrorí,B-PER
1362,',O
2342,Pasteles,O
3768,Rasuri,B-LOC
3224,Sukuta,B-LOC
1631,Chuqiyapu,B-LOC
1510,Usqullu,B-LOC
237,.,O
4738,Bárbara,B-PER
1005,Pont,B-ORG
977,2002-2003,O
194,Hayt'ay,I-ORG
5031,Qispichiq,I-PER
4943,de,I-PER
4534,Mercedita,B-PER
4304,San,B-LOC
2394,suyu,I-ORG
1727,parki,I-LOC
5424,qucha,I-LOC
4891,Edward,B-PER
1207,',O
858,Inka,I-PER
2299,Kamasqa,O
3272,La,B-LOC
5009,Ingrid,B-PER
437,',O
4639,Evo,B-PER
936,runakunap,I-ORG
5367,Machu,B-LOC
2028,Pachantin,I-ORG
5434,qucha,I-LOC
925,Jesuspa,I-ORG
5380,sallqa,I-LOC
5283,Rivarola,I-PER
5421,qucha,I-LOC
4750,Bilbao,I-PER
768,1994,I-ORG
2367,walla,I-ORG
4686,Piñeiro,I-PER
798,.,O
1198,amachasqa,I-ORG
1743,.,O
1562,',O
5141,María,B-PER
2043,.,O
2875,distritu,I-LOC
604,1954,I-ORG
1315,allpankunata,O
2111,pruwinsya,I-LOC
4806,Marta,B-PER
649,',O
4965,Vera,I-PER
4182,Cristo,B-LOC
5273,Hidalgo,I-PER
1589,Piemonte,B-LOC
1158,Republikakunap,I-LOC
2362,Piluta,B-ORG
2383,Llamk'aqkuna,I-ORG
703,mama,I-ORG
4185,Vice,B-LOC
1003,),O
604,Kupa,I-ORG
5114,Luján,B-PER
4687,Abel,B-PER
643,",",O
4723,Angélica,B-PER
1952,.,O
1551,kitiqa,O
365,',O
1257,XI,I-PER
1521,yupaychana,O
638,Francisco,B-PER
1284,pruwinsya,I-LOC
3337,distritu,I-LOC
1603,1982,I-ORG
2642,distritu,I-LOC
3309,San,B-LOC
2090,de,I-PER
5204,Dutra,I-PER
4362,distritu,I-LOC
828,',O
2975,Haki,B-LOC
1288,Kupa,I-ORG
1991,vulpes,O
4713,Córdova,I-PER
828,printer,O
4893,Pádua,I-PER
80,',O
1128,Hayt'ay,I-ORG
2059,Piluta,B-ORG
4454,Padre,B-LOC
469,iskay,I-PER
2092,Chuqiyapu,B-LOC
152,.,O
405,Intimpa,B-LOC
4942,Arturo,I-PER
3629,pruwinsya,I-LOC
739,Mercado,I-ORG
2695,Waqllan,B-LOC
505,Bautista,B-PER
765,yawar,I-LOC
3626,Kunsipsyun,B-LOC
1164,.,O
2392,Antikuna,B-LOC
4233,Gabán,I-LOC
2002,chilensis,O
940,),O
695,qhapaq,I-ORG
5443,Perumantachu,B-LOC
5108,Luis,B-PER
4673,Fernando,B-PER
57,Mulanpi,I-LOC
4159,Matansa,B-LOC
879,.,O
3612,Río,B-LOC
5203,César,I-PER
1029,Hayt'ay,I-ORG
778,Puente,B-LOC
5284,Tayta,B-PER
2260,amachasqa,I-ORG
893,6.052,O
1888,sp,O
5389,ayllu,I-LOC
1805,Suntur,B-ORG
5311,Víctor,B-PER
1,runakunap,I-ORG
1630,1998,I-ORG
2147,',O
2967,distritu,I-LOC
2084,pruwinsya,I-LOC
1650,Piluta,B-ORG
225,rit'i,I-LOC
2032,2006,I-ORG
169,',O
4454,distritu,I-LOC
2256,Hayt'ay,I-ORG
1738,Covent,O
837,Di,I-PER
4324,Biavo,I-LOC
580,',O
936,Inlisyakuna,O
1017,ñiqin,I-PER
5045,Ramírez,I-PER
1228,',O
2035,.,O
1642,ruraykun,O
2344,Barreda,I-PER
1724,',O
2403,wari,I-ORG
147,qhapaq,I-ORG
4039,Las,B-LOC
1577,Datem,B-LOC
3749,Way,I-LOC
302,Kashapampa,B-LOC
5163,Mina,I-PER
1805,(,I-ORG
573,.,O
1699,Lawqa,B-ORG
1999,PUSAPUNA,O
1144,pusapuna,O
89,Kupa,I-ORG
1911,.,O
4638,Shakira,B-PER
2702,distritu,I-LOC
388,marka,I-LOC
2351,José,B-PER
278,.,O
5035,Antonio,I-PER
2694,distritu,I-LOC
1693,Lukana,I-LOC
1058,(,I-LOC
2323,Krus,I-LOC
2559,distritu,I-LOC
1775,Philipp,I-PER
1112,phaqcha,I-LOC
3,llaqta,I-ORG
5046,Jorge,B-PER
1858,Vivaldi,I-PER
2232,pusapuna,O
2125,Kupa,I-ORG
5385,Yanisha,B-LOC
2239,.,O
2683,pruwinsya,I-LOC
2075,mamallaqta,I-ORG
2459,Ikwadur,B-LOC
1246,Kathuliku,I-ORG
1903,.,O
672,(,O
5364,Namballe,I-LOC
4823,Borges,I-PER
5188,Nicolás,B-PER
603,von,I-PER
5089,Justiniano,B-PER
3595,Pachakutiq,B-LOC
17,REDIRECCIÓN,O
3135,Suras,B-LOC
5066,y,I-PER
3291,Aqus,B-LOC
2224,umalliqnin,I-ORG
1168,(,O
1482,.,O
2318,Wankana,B-LOC
5391,Kamachina,I-LOC
4222,Antun,I-LOC
1643,',O
4492,Juanpa,B-PER
2318,),O
930,Luis,I-ORG
380,',O
1800,parki,I-ORG
1251,.,O
716,.,O
924,',O
238,(,O
3575,Qawaq,B-LOC
605,Tagle,I-PER
3833,distritu,I-LOC
3599,José,I-LOC
843,Kupa,I-ORG
3069,distritu,I-LOC
1874,risirwa,I-LOC
1989,.,O
2116,Uru,I-LOC
948,de,I-LOC
3597,Pueblo Nuevo,B-LOC
2870,Wayana,B-LOC
1087,Tantanakuy,I-ORG
4873,Diego,B-PER
2681,Carlos,B-LOC
124,Monroe,I-PER
2513,suyu,I-LOC
1600,Mishiku,B-LOC
2862,Pampachiri,B-LOC
954,Eda,B-PER
4400,Kilawani,B-LOC
790,',O
1397,Krus,I-LOC
5300,Anthony,B-PER
2045,',O
838,.,O
2759,distritu,I-LOC
669,Markus,I-ORG
592,Yuraqyaku,I-LOC
5362,Ampay,B-LOC
5178,Mikaela,B-PER
3137,distritu,I-LOC
1565,Shuyturahu,B-LOC
3348,Maranura,B-LOC
3385,pruwinsya,I-LOC
2343,suyu,I-ORG
1701,Kupa,I-ORG
1150,Kasma,B-LOC
493,),O
3057,Qarminqa,B-LOC
1753,.,O
68,faunapas,I-ORG
446,.,O
3572,Churas,B-LOC
1909,Rosario,B-LOC
3419,Juan,I-LOC
1256,Kamasqa,O
2220,cyanoptera,O
2393,Linné,I-PER
4303,San,B-LOC
23,materː,O
3482,Surkupampa,B-LOC
2035,',O
770,Fujimori,I-PER
2597,Yamwraspampa,B-LOC
4845,Colón,I-PER
184,1994,I-ORG
2746,Wanchay,B-LOC
2812,Tapaqucha,B-LOC
4548,Garcíaqa,I-PER
1054,.,O
2419,',O
53,Cabral,I-PER
1799,',O
4328,Husiy,I-LOC
4657,Jonida,B-PER
638,Morazán,I-PER
1215,Gylmar,B-PER
2200,(,I-LOC
2741,distritu,I-LOC
4016,Puerto,I-LOC
3613,Krus,I-LOC
1495,Huwan,B-PER
449,',O
3676,Agustín,I-LOC
691,Augusto,B-PER
4980,Grace,B-PER
715,1990,I-ORG
5387,llaqta,I-LOC
5026,Cuéllar,I-PER
2436,Maradona,I-PER
3381,distritu,I-LOC
1781,Perón,I-PER
526,(,O
5392,sach'a,I-LOC
2516,walla,I-LOC
2281,Piluta,B-ORG
4332,Eslabón,I-LOC
345,Liyun,B-PER
4646,Magaly,B-PER
449,Taro,B-PER
1818,Pachata,I-ORG
1246,Yachay,I-ORG
4462,distritu,I-LOC
2682,Kurunku,B-LOC
5122,Juana,B-PER
460,faunapas,I-ORG
5421,Pariwana,B-LOC
306,San,B-LOC
1105,',O
2336,José,B-PER
530,(,O
338,.,O
565,.,O
3848,Arika,I-LOC
355,Piluta,B-ORG
1151,kiti,I-LOC
216,Prado,I-PER
1527,Jussieu,I-PER
4393,Jorge,B-LOC
1021,),O
1772,(,O
377,.,O
1104,2014,I-ORG
1337,),O
380,',O
5006,Sergeyevich,I-PER
1507,",",O
1733,Kupa,I-ORG
1505,distritu,I-LOC
3131,distritu,I-LOC
1713,ñawpaq,O
604,Pachantin,I-ORG
2291,Mao,B-PER
3645,Wachaq,B-LOC
2229,George,B-PER
207,',O
1703,1892-1896,O
4748,Benito,B-PER
2368,),O
3906,Lunawana,B-LOC
2407,Ch'umpi,B-LOC
950,.,O
2006,ñiqin,I-PER
504,/,O
1418,Chakamarka,B-ORG
1787,Nacionalidades,O
1539,Huñu,I-ORG
2202,distritu,I-LOC
1796,mama,I-ORG
1291,Kashapampa,B-LOC
934,Markus,I-ORG
682,Piluta,B-ORG
4764,Fermín,I-PER
1352,Wari,I-LOC
4434,Juan,I-LOC
3636,Ramón,I-LOC
1231,Tarija,I-LOC
5023,Aloysius,I-PER
2982,distritu,I-LOC
98,',O
56,Matu,B-LOC
4891,Luckhoo,I-PER
3855,Pukala,B-LOC
3880,pruwinsya,I-LOC
455,mamallaqta,I-ORG
1478,.,O
931,runakunap,I-ORG
763,Kupa,I-ORG
2277,Kuka,I-ORG
778,distritu,I-LOC
2334,1998,I-ORG
421,",",O
2227,),O
2051,',O
5107,Alberto,I-PER
4584,Mama     ,B-ORG
378,",",O
2198,(,O
1411,Pérez,I-ORG
3246,distritu,I-LOC
905,quya,I-PER
3498,Ampu,B-LOC
1905,',O
874,pruwinsya,I-LOC
3077,Kanayre,B-LOC
780,Luis,B-PER
3054,distritu,I-LOC
3124,distritu,I-LOC
985,sallqa,I-ORG
2432,',O
2317,Liyun,B-PER
5294,Edison,I-PER
1384,.,O
2478,Luriganchopim,I-LOC
1854,aranway,I-ORG
5301,Mendoza,I-PER
3024,de,I-LOC
2449,Amburana,O
572,castellano,O
5103,Louis,B-PER
2274,takiy,I-ORG
1722,distritu,I-LOC
63,II,I-PER
2003,.,O
2674,llaqtan,I-LOC
1459,T'uru,B-ORG
120,',O
956,pruwinsya,I-LOC
489,Paqaqi,I-ORG
2245,Podocarpus,B-ORG
4807,Laura,B-PER
2282,Elena,I-PER
5173,Miguel,B-PER
2358,Sunturnin,I-ORG
2365,Hayt'ay,I-ORG
1090,Hayt'ay,I-ORG
684,',O
1565,",",O
1110,ornatus,O
2302,kusituy,I-ORG
2272,Wankana,B-LOC
2247,Bello,I-PER
1897,llaqta,I-LOC
4988,Christensenpas,I-PER
2115,',O
950,.,O
1976,Pachakutinapaq,I-ORG
1466,llaqta,I-LOC
2178,Tomás,I-PER
970,Hayt'ay,I-ORG
510,llaqta,I-ORG
5306,Paniagua,I-PER
385,(,I-LOC
4355,distritu,I-LOC
1514,",",O
3720,Hunin,B-LOC
762,Intillama,B-LOC
498,(,O
1253,1899-1904,O
2598,distritu,I-LOC
5429,Pampamarka,B-LOC
1505,Kashamarka,B-LOC
608,suyukuna,I-ORG
5145,Emilio,I-PER
4419,Sitajara,B-LOC
5028,Javier,B-PER
2915,distritu,I-LOC
668,PUSAPUNA,O
1746,.,O
988,sallqa,I-ORG
2002,Tukuku,B-LOC
4562,Soraro,B-PER
849,Antonio,I-ORG
369,Piluta,B-ORG
1250,pruwinsya,I-LOC
5220,Murillo,I-PER
177,(,O
76,Piluta,B-ORG
2616,distritu,I-LOC
841,Pedro,B-PER
3352,distritu,I-LOC
4162,San,B-LOC
985,pacha,I-ORG
4821,Mora,I-PER
320,.,O
177,'Cuenca,O
5333,Picasso,I-PER
527,Umalliqmi,O
3244,distritu,I-LOC
5194,Norberto,B-PER
2899,distritu,I-LOC
296,Suyukuna,I-LOC
1101,icha,O
1294,pusapuna,O
2246,(,O
1323,Runakamaq,I-LOC
1418,ñawpa,I-ORG
1052,Breitner,I-PER
2276,.,O
1106,.,O
543,.,O
2031,20,O
79,',O
2510,San,B-LOC
2446,>,O
3383,distritu,I-LOC
2066,Hayt'ay,I-ORG
850,Wachun,B-LOC
897,Pachantin,I-ORG
1030,.,O
4452,Rikina,I-LOC
393,Uwuy,B-ORG
2380,),O
2039,Tawriqaray,B-LOC
1968,Binidiktu,B-PER
1222,.,O
4934,Florencio,B-PER
439,sallqa,I-ORG
5254,Porta,I-PER
2384,y,I-PER
2278,Laurent,B-PER
298,K.,I-PER
3534,Kayran,B-LOC
201,(,O
1224,.,O
2399,Niwari,B-ORG
1783,.,O
4150,Carmen,I-LOC
4694,Adolfo,B-PER
4696,Slabuchi,I-PER
2138,Kashapampa,B-LOC
5287,Juan,B-PER
2210,Campeche,I-ORG
1003,.,O
1435,Ayakuchu,B-LOC
2059,2002,I-ORG
4566,Wasi,I-ORG
1948,.,O
1601,1990,I-ORG
2161,),O
3564,Pozuzo,I-LOC
5049,José,B-PER
1768,k'illichu,I-LOC
4047,Yawas,B-LOC
475,(,O
1387,``,I-LOC
279,',O
4766,Manuel,I-PER
505,Saavedra,I-PER
2555,Libre,I-LOC
1885,.,O
2359,PUSAPUNA,O
2848,Chaquchi,B-LOC
1830,/,O
2153,suyukuna,I-ORG
4976,Antonio,I-PER
1336,Soriano,I-PER
1,kaynin,I-ORG
594,.,O
1440,Yuraq,B-LOC
857,30,O
5215,Mariano,B-PER
2238,Chuqichaka,I-LOC
590,Qusqu,B-LOC
4641,Dionisioka,B-PER
2772,distritu,I-LOC
150,amachasqa,I-ORG
4692,Adolfo,B-PER
2230,(,I-LOC
1614,',O
921,',O
1236,T'uru,B-ORG
1166,del,O
2018,Ronaldo,I-PER
1259,Punu,B-LOC
1827,parki,I-LOC
3633,Pichanaki,B-LOC
825,Santa,B-LOC
2620,mayu,I-LOC
2091,Pawllu,B-PER
3644,Chunkus,I-LOC
3862,Muro,I-LOC
1671,Pérez,I-ORG
856,Hayt'ay,I-ORG
5066,José,B-PER
2156,Pedro,B-LOC
2296,***,O
3849,Uyutun,B-LOC
5085,Alfredo,I-PER
2313,.,O
2262,Pachantin,I-ORG
2541,Agustino,I-LOC
4286,Ananiya,B-LOC
1925,Martín,I-PER
670,Piruwanu,B-ORG
2024,',O
248,Ayakuchu,I-LOC
891,.,O
514,),I-LOC
690,",",O
5171,Michael,B-PER
4960,Freddy,B-PER
1858,Jean-Philippe,B-PER
429,pruwinsya,I-LOC
5184,Néstor,B-PER
3970,Wawra,B-LOC
810,.,O
1451,.,O
2143,',O
3273,Ninapampa,B-LOC
2210,Francisco,I-ORG
2811,distritu,I-LOC
812,Iskuchaka,B-LOC
1954,Carl,B-PER
742,Kashamarka,B-LOC
1511,pruwinsya,I-LOC
361,Piruw,B-ORG
98,Lev,B-PER
655,Pachantin,I-ORG
2030,Stoichkov,I-PER
342,pusapuna,O
451,nina,I-LOC
2342,(,O
4980,Kelly,I-PER
1658,Châtelier,I-PER
1820,2006,I-ORG
2081,pacha,I-ORG
938,Apu,I-PER
2190,wañukurqan,O
1270,amachasqa,I-ORG
4026,Nawta,B-LOC
1309,Moix,I-PER
1377,(,I-LOC
2431,),O
194,.,O
4778,Gaulle,I-PER
252,',O
2601,Chachapuyas,B-LOC
485,Yala,I-LOC
326,Laram,B-ORG
284,Ripuwlika,I-LOC
346,Pachantin,I-ORG
1405,'Culpina,O
4622,Condori,I-PER
5411,wallanka,I-LOC
4956,Pacheco,I-PER
4115,Puerto,B-LOC
1856,wari,I-ORG
4959,Sinatra,I-PER
1201,'Lagothrix,O
2136,.,O
274,sp,O
159,Wanay,B-LOC
979,distritu,I-LOC
2266,(,O
76,Pachantin,I-ORG
2628,Longuita,B-LOC
1115,Inka,I-PER
2028,Piluta,B-ORG
2341,),O
314,",",O
639,Qupaqhawanapi,I-ORG
574,Hayt'ay,I-ORG
1252,Buliwyap,B-LOC
1635,',O
1541,PUSAPUNA,O
1275,.,O
4923,Moralespa,I-PER
27,Hayt'ay,I-ORG
1015,del,O
3216,La,B-LOC
2873,Juan,B-LOC
1361,',O
5247,Elías,I-PER
18,Kayampi,B-LOC
4616,tayta,B-PER
238,",",O
1835,Ilu,B-LOC
2229,Bush,I-PER
5408,Willkapampa,B-LOC
4944,Francisco,B-PER
553,(,O
3112,Qura,I-LOC
4671,Francisco,B-PER
1684,Titiqaqa,B-LOC
688,m,O
5147,de,I-PER
5057,José,B-PER
2229,Walker,I-PER
2585,El,B-LOC
1643,Coragyps,O
726,),I-LOC
2117,risirwa,I-LOC
435,parki,I-ORG
6,iskay,I-PER
2533,distritu,I-LOC
3319,Ch'iqakupi,B-LOC
137,毛澤東,O
1724,Urasuyu,B-LOC
4394,Kantarawi,B-LOC
5177,Miguel,B-PER
2104,suyu,I-ORG
1447,.,O
1785,Duarte,I-PER
4516,Marcelinoga,B-PER
2403,mamallaqta,I-ORG
2835,Mataqutu,B-LOC
4644,Penelopetami,B-PER
2184,Wanuku,B-LOC
5235,Bloemaertpa,I-PER
1387,munisipyu,I-LOC
1727,mamallaqta,I-LOC
5237,Fuente,I-PER
3112,Qura,B-LOC
1201,k'usillu,I-LOC
1369,mama,I-ORG
1952,sipiyaraqan,O
2485,Truhillu,B-LOC
3343,Suyk'utampu,B-LOC
5353,Amutapi,B-LOC
1560,Huwan,B-PER
1758,para,O
4783,Madeinusa,I-PER
835,Pakaqi,B-LOC
4986,Gustavo,B-PER
354,Titiqaqa,B-LOC
5287,Cueto,I-PER
177,Tumipampa,B-LOC
5193,Nolberto,B-PER
2306,.,O
882,parki,I-ORG
1614,de,I-PER
3419,San,B-LOC
1057,Piluta,B-ORG
976,1990,I-ORG
5056,Gil,I-PER
624,Makkah,O
1393,Pastasa,B-LOC
1015,'Templo,O
1516,Antikuna,B-LOC
2981,Yawka,B-LOC
1778,Manqu,B-PER
1461,-,O
3338,Wanchaq,B-LOC
241,.,O
4187,Ignacio,B-LOC
368,Zaragoza,I-ORG
4267,Umachiri,B-LOC
5354,Chemillén,I-LOC
1869,",",O
3040,pruwinsya,I-LOC
2492,urjuman,I-LOC
3740,Wasawasi,B-LOC
316,Sorzano,I-PER
1089,Cruyff,I-PER
1112,771,O
1879,Francisco,B-PER
2558,distritu,I-LOC
2912,distritu,I-LOC
309,',O
135,Podocarpus,B-ORG
1300,(,O
3342,Pichiwa,B-LOC
3558,Santa,B-LOC
1259,distritu,I-LOC
416,Qhapaq,I-PER
1858,Friedrich,I-PER
3213,distritu,I-LOC
958,parki,I-ORG
3909,Pakaran,B-LOC
3373,Kamanti,B-LOC
5331,Paulo,B-PER
490,),O
724,wak'a,I-LOC
2801,Kinwapampa,B-LOC
2158,2006,I-ORG
154,(,O
3844,distritu,I-LOC
4699,Pérez,I-PER
5183,Zúñiga,I-PER
2600,Balsas,B-LOC
1342,),I-LOC
795,Kalipuy,B-LOC
1531,Puerto,B-LOC
4915,Pierre,I-PER
1121,Saavedra,I-PER
3989,Wankaya,B-LOC
31,Hayt'ay,I-ORG
4946,Francisco,B-PER
913,),I-LOC
593,Hayt'ay,I-ORG
4733,Calderón,I-PER
2306,',O
169,(,O
1837,mayu,I-LOC
4979,Brown,I-PER
398,',O
4332,El,B-LOC
4813,Ramiro,B-PER
2736,Yupan,B-LOC
5239,Rafael,B-PER
1730,.,O
980,',O
144,pruwinsya,I-LOC
5204,Pablo,B-PER
2941,Pawqarpata,B-LOC
2446,José,B-PER
1858,Telemann,I-PER
1611,Alonso,I-PER
1289,(,I-LOC
949,K'upuraki,B-LOC
1010,),O
2281,Hayt'ay,I-ORG
2312,Sívori,I-PER
4810,Oscar,B-PER
827,Qhichwa,B-LOC
2175,),O
2088,.,O
2137,),O
1335,Galeras,I-ORG
297,California,B-ORG
5291,González,I-PER
2726,Buena,B-LOC
1694,',O
679,Frailes,I-LOC
1322,',O
2664,mayu,I-LOC
2785,distritu,I-LOC
3893,Wankapun,B-LOC
4819,Mora,I-PER
2932,Ariqipa,B-LOC
1424,Bixente,B-PER
2054,',O
1858,Rameau,I-PER
2128,Rafael,B-PER
2546,Lima,B-LOC
1834,Hayt'ay,I-ORG
439,suyukuna,I-ORG
5245,Bochini,I-PER
901,Huwan,B-PER
326,Q'awa,I-ORG
1373,m,O
2850,distritu,I-LOC
3891,Qaqatampu,B-LOC
564,",",O
5306,Valentin,B-PER
2870,distritu,I-LOC
1204,Lampa,I-LOC
5059,José,B-PER
4883,Sánchez,I-PER
1243,/,O
2687,pruwinsya,I-LOC
3149,Qarwanka,B-LOC
2156,pruwinsya,I-LOC
1991,Puka,B-LOC
1755,'Pomacea,O
2149,',O
4887,Dibós,I-PER
352,wasi,I-ORG
1876,Luritu,B-LOC
1462,Paqaqi,I-ORG
3114,Upawachu,B-LOC
542,distritu,I-LOC
141,suyup,I-ORG
717,',O
1558,Griguryu,B-PER
2566,distritu,I-LOC
4380,de,I-LOC
